id_OTF,NameOTF,id_DTF,NameDTF,combined,OTF_Cluster,DTF_Cluster
95,Обеспечение производства работ на объекте капитального строительства материальными ресурсами,284,"Планирование, распределение и контроль расходования материальных ресурсов, используемых при производстве работ на объекте капитального строительства","Обеспечение производства работ на объекте капитального строительства материальными ресурсами Планирование, распределение и контроль расходования материальных ресурсов, используемых при производстве работ на объекте капитального строительства",4,0
95,Обеспечение производства работ на объекте капитального строительства материальными ресурсами,283,"Разработка и контроль соблюдения норм запаса материальных ресурсов, используемых при производстве работ на объекте капитального строительства","Обеспечение производства работ на объекте капитального строительства материальными ресурсами Разработка и контроль соблюдения норм запаса материальных ресурсов, используемых при производстве работ на объекте капитального строительства",4,0
96,Руководство производственной и финансово-хозяйственной деятельностью строительной организации,287,Оперативный контроль производственной и финансово-хозяйственной деятельности строительной организации,Руководство производственной и финансово-хозяйственной деятельностью строительной организации Оперативный контроль производственной и финансово-хозяйственной деятельности строительной организации,0,13
96,Руководство производственной и финансово-хозяйственной деятельностью строительной организации,286,Планирование и организация производственной и финансово-хозяйственной деятельности строительной организации,Руководство производственной и финансово-хозяйственной деятельностью строительной организации Планирование и организация производственной и финансово-хозяйственной деятельности строительной организации,0,13
97,Стратегическое и оперативное управление строительной организацией,289,Оперативное управление деятельностью строительной организации,Стратегическое и оперативное управление строительной организацией Оперативное управление деятельностью строительной организации,0,5
97,Стратегическое и оперативное управление строительной организацией,288,Стратегическое управление деятельностью строительной организации,Стратегическое и оперативное управление строительной организацией Стратегическое управление деятельностью строительной организации,0,5
98,"Техническая и технологическая оценка основных фондов ресурсоснабжающей организации, организации сферы обращения с ТКО",291,Оценка достоверности исходной информации и обобщение результатов технического обследования объектов коммунальной инфраструктуры,"Техническая и технологическая оценка основных фондов ресурсоснабжающей организации, организации сферы обращения с ТКО Оценка достоверности исходной информации и обобщение результатов технического обследования объектов коммунальной инфраструктуры",0,5
98,"Техническая и технологическая оценка основных фондов ресурсоснабжающей организации, организации сферы обращения с ТКО",290,"Сбор исходной информации о технических и технологических параметрах эксплуатируемых сооружений, сетей и оборудования","Техническая и технологическая оценка основных фондов ресурсоснабжающей организации, организации сферы обращения с ТКО Сбор исходной информации о технических и технологических параметрах эксплуатируемых сооружений, сетей и оборудования",0,5
99,Экономическая оценка затрат и результатов деятельности организации,294,"Оценка экономической обоснованности расходов, программы технического развития и обоснование выбора метода регулирования тарифов, предельных уровней тарифов, сроков действия для конкретной организации","Экономическая оценка затрат и результатов деятельности организации Оценка экономической обоснованности расходов, программы технического развития и обоснование выбора метода регулирования тарифов, предельных уровней тарифов, сроков действия для конкретной организации",0,5
99,Экономическая оценка затрат и результатов деятельности организации,292,Сбор исходной информации о затратах (по статьям и элементам) в ретроспективе и о финансовом состоянии регулируемой организации,Экономическая оценка затрат и результатов деятельности организации Сбор исходной информации о затратах (по статьям и элементам) в ретроспективе и о финансовом состоянии регулируемой организации,0,5
99,Экономическая оценка затрат и результатов деятельности организации,293,"Финансовый и сегментный анализ экономической обоснованности расходов и величины прибыли, необходимой для эффективного функционирования организации","Экономическая оценка затрат и результатов деятельности организации Финансовый и сегментный анализ экономической обоснованности расходов и величины прибыли, необходимой для эффективного функционирования организации",0,5
100,Разработка цен и тарифов на работы и услуги организации сферы обращения с ТКО или ресурсоснабжающей организации в соответствии с выбранным методом регулирования,295,"Определение потребности в инвестиционных ресурсах, необходимых для эффективного функционирования и развития объектов коммунальной инфраструктуры","Разработка цен и тарифов на работы и услуги организации сферы обращения с ТКО или ресурсоснабжающей организации в соответствии с выбранным методом регулирования Определение потребности в инвестиционных ресурсах, необходимых для эффективного функционирования и развития объектов коммунальной инфраструктуры",0,5
100,Разработка цен и тарифов на работы и услуги организации сферы обращения с ТКО или ресурсоснабжающей организации в соответствии с выбранным методом регулирования,296,"Подготовка предложений по формированию проектов цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО, уточнение маркетинговой стратегии организации","Разработка цен и тарифов на работы и услуги организации сферы обращения с ТКО или ресурсоснабжающей организации в соответствии с выбранным методом регулирования Подготовка предложений по формированию проектов цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО, уточнение маркетинговой стратегии организации",0,5
101,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО",297,Координация деятельности структурного подразделения по формированию цен и тарифов на работы и услуги организации,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО Координация деятельности структурного подразделения по формированию цен и тарифов на работы и услуги организации",0,5
101,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО",299,"Определение, совершенствование и корректировка цен, тарифов на работы и услуги, размера платы за коммунальные услуги ресурсоснабжающей организации, организации сферы обращения с ТКО","Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО Определение, совершенствование и корректировка цен, тарифов на работы и услуги, размера платы за коммунальные услуги ресурсоснабжающей организации, организации сферы обращения с ТКО",0,5
101,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО",300,Особенности цифровизации процедур расчета тарифов и размера платы за коммунальные ресурсы и услуги,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО Особенности цифровизации процедур расчета тарифов и размера платы за коммунальные ресурсы и услуги",0,5
101,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО",298,Формирование социально и экономически обоснованных цен и тарифов на работы и услуги организации,"Руководство структурным подразделением специалистов, осуществляющих деятельность по формированию цен и тарифов на работы и услуги ресурсоснабжающей организации, организации сферы обращения с ТКО Формирование социально и экономически обоснованных цен и тарифов на работы и услуги организации",0,5
102,Разработка и подготовка к выпуску рабочей документации тепловых сетей,302,Подготовка к выпуску рабочей документации тепловых сетей,Разработка и подготовка к выпуску рабочей документации тепловых сетей Подготовка к выпуску рабочей документации тепловых сетей,11,4
102,Разработка и подготовка к выпуску рабочей документации тепловых сетей,301,Разработка текстовой и графической частей рабочей документации тепловых сетей,Разработка и подготовка к выпуску рабочей документации тепловых сетей Разработка текстовой и графической частей рабочей документации тепловых сетей,11,8
102,Разработка и подготовка к выпуску рабочей документации тепловых сетей,303,"Создание элементов тепловых сетей в качестве компонентов информационной модели объекта капитального строительства, а также структурирование документов, сведений и материалов для подготовки проектной документации в форме информационной модели объекта капит","Разработка и подготовка к выпуску рабочей документации тепловых сетей Создание элементов тепловых сетей в качестве компонентов информационной модели объекта капитального строительства, а также структурирование документов, сведений и материалов для подготовки проектной документации в форме информационной модели объекта капит",11,1
103,Разработка проекта тепловых сетей,304,Подготовка и оформление специальных расчетов по тепловым сетям,Разработка проекта тепловых сетей Подготовка и оформление специальных расчетов по тепловым сетям,7,5
103,Разработка проекта тепловых сетей,306,Подготовка к выпуску проекта тепловых сетей,Разработка проекта тепловых сетей Подготовка к выпуску проекта тепловых сетей,7,4
103,Разработка проекта тепловых сетей,307,Подготовка проектной документации в форме информационной модели объекта капитального строительства в области тепловых сетей,Разработка проекта тепловых сетей Подготовка проектной документации в форме информационной модели объекта капитального строительства в области тепловых сетей,7,1
103,Разработка проекта тепловых сетей,305,Разработка текстовой и графической частей проектной документации тепловых сетей,Разработка проекта тепловых сетей Разработка текстовой и графической частей проектной документации тепловых сетей,7,8
104,Техническое руководство процессами разработки и реализации проекта тепловых сетей,308,Организация и контроль разработки проекта тепловых сетей,Техническое руководство процессами разработки и реализации проекта тепловых сетей Организация и контроль разработки проекта тепловых сетей,2,13
104,Техническое руководство процессами разработки и реализации проекта тепловых сетей,309,"Организация, контроль создания проектной документации в форме информационной модели объекта капитального строительства в области тепловых сетей, а также внесение изменений в такую проектную документацию, выполненную в форме информационной модели, в том чи","Техническое руководство процессами разработки и реализации проекта тепловых сетей Организация, контроль создания проектной документации в форме информационной модели объекта капитального строительства в области тепловых сетей, а также внесение изменений в такую проектную документацию, выполненную в форме информационной модели, в том чи",2,1
104,Техническое руководство процессами разработки и реализации проекта тепловых сетей,310,Осуществление авторского надзора за соблюдением утвержденных проектных решений тепловых сетей,Техническое руководство процессами разработки и реализации проекта тепловых сетей Осуществление авторского надзора за соблюдением утвержденных проектных решений тепловых сетей,2,2
105,"Подготовка проектной документации по отдельным узлам и элементам тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",312,"Выполнение компоновочных решений, тепловых схем, разводки трубопроводов при проектировании технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Подготовка проектной документации по отдельным узлам и элементам тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей Выполнение компоновочных решений, тепловых схем, разводки трубопроводов при проектировании технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,5
105,"Подготовка проектной документации по отдельным узлам и элементам тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",311,"Выполнение отдельных узлов и элементов оборудования и обвязки трубопроводами тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей на основании задания руководителя","Подготовка проектной документации по отдельным узлам и элементам тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей Выполнение отдельных узлов и элементов оборудования и обвязки трубопроводами тепломеханической части котельных, центральных тепловых пунктов, малых теплоэлектроцентралей на основании задания руководителя",7,5
106,"Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",314,"Выполнение аэродинамических расчетов и расчетов энергоэффективности для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей Выполнение аэродинамических расчетов и расчетов энергоэффективности для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,5
106,"Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",313,"Выполнение гидравлических расчетов, расчетов тепловых схем с выбором оборудования и арматуры для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей Выполнение гидравлических расчетов, расчетов тепловых схем с выбором оборудования и арматуры для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,5
106,"Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",315,"Выполнение прочностных расчетов трубопроводов с учетом компенсации и самокомпенсации для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Выполнение специальных расчетов для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей Выполнение прочностных расчетов трубопроводов с учетом компенсации и самокомпенсации для проектирования технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,5
107,"Руководство работниками, осуществляющими проектирование технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей, на всех объектах",316,"Организация работы исполнителей, контроль и проверка выполненных работ по проектированию технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Руководство работниками, осуществляющими проектирование технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей, на всех объектах Организация работы исполнителей, контроль и проверка выполненных работ по проектированию технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,5
107,"Руководство работниками, осуществляющими проектирование технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей, на всех объектах",317,"Осуществление авторского надзора за соблюдением утвержденных проектных решений по технологическим решениям котельных, центральных тепловых пунктов, малых теплоэлектроцентралей","Руководство работниками, осуществляющими проектирование технологических решений котельных, центральных тепловых пунктов, малых теплоэлектроцентралей, на всех объектах Осуществление авторского надзора за соблюдением утвержденных проектных решений по технологическим решениям котельных, центральных тепловых пунктов, малых теплоэлектроцентралей",7,2
108,Разработка и подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения,319,Подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения,Разработка и подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения Подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения,11,4
108,Разработка и подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения,318,Разработка текстовой и графической частей рабочей документации проекта насосных станций систем водоснабжения и водоотведения,Разработка и подготовка к выпуску рабочей документации проекта насосных станций систем водоснабжения и водоотведения Разработка текстовой и графической частей рабочей документации проекта насосных станций систем водоснабжения и водоотведения,11,4
109,Разработка проекта насосных станций систем водоснабжения и водоотведения,322,Проведение расчетов и разработка проектных решений насосных станций систем водоснабжения и водоотведения,Разработка проекта насосных станций систем водоснабжения и водоотведения Проведение расчетов и разработка проектных решений насосных станций систем водоснабжения и водоотведения,11,4
109,Разработка проекта насосных станций систем водоснабжения и водоотведения,320,Разработка и подготовка к выпуску проектной документации насосных станций систем водоснабжения и водоотведения,Разработка проекта насосных станций систем водоснабжения и водоотведения Разработка и подготовка к выпуску проектной документации насосных станций систем водоснабжения и водоотведения,11,4
109,Разработка проекта насосных станций систем водоснабжения и водоотведения,321,Создание информационной модели насосных станций систем водоснабжения и водоотведения в составе сводной цифровой модели,Разработка проекта насосных станций систем водоснабжения и водоотведения Создание информационной модели насосных станций систем водоснабжения и водоотведения в составе сводной цифровой модели,11,1
110,Техническое руководство процессами разработки и реализации проекта насосных станций систем водоснабжения и водоотведения,323,Организация и контроль процесса разработки проекта насосных станций систем водоснабжения и водоотведения,Техническое руководство процессами разработки и реализации проекта насосных станций систем водоснабжения и водоотведения Организация и контроль процесса разработки проекта насосных станций систем водоснабжения и водоотведения,2,4
110,Техническое руководство процессами разработки и реализации проекта насосных станций систем водоснабжения и водоотведения,324,Осуществление авторского надзора за соблюдением утвержденных проектных решений при строительстве насосных станций,Техническое руководство процессами разработки и реализации проекта насосных станций систем водоснабжения и водоотведения Осуществление авторского надзора за соблюдением утвержденных проектных решений при строительстве насосных станций,2,2
111,Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков,326,Подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков,Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков Подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков,10,13
111,Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков,325,Разработка текстовой и графической частей рабочей документации сооружений очистки сточных вод и обработки осадков,Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков Разработка текстовой и графической частей рабочей документации сооружений очистки сточных вод и обработки осадков,10,13
111,Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков,327,"Создание элементов сооружений очистки сточных вод и обработки осадков в качестве компонентов информационной модели объекта капитального строительства, а также структурирование документов, сведений и материалов для подготовки проектной документации в форме","Разработка и подготовка к выпуску рабочей документации сооружений очистки сточных вод и обработки осадков Создание элементов сооружений очистки сточных вод и обработки осадков в качестве компонентов информационной модели объекта капитального строительства, а также структурирование документов, сведений и материалов для подготовки проектной документации в форме",10,13
112,Разработка проекта сооружений очистки сточных вод и обработки осадков,328,Выполнение специальных расчетов и разработка конструктивных и компоновочных решений сооружений очистки сточных вод и обработки осадков,Разработка проекта сооружений очистки сточных вод и обработки осадков Выполнение специальных расчетов и разработка конструктивных и компоновочных решений сооружений очистки сточных вод и обработки осадков,10,13
112,Разработка проекта сооружений очистки сточных вод и обработки осадков,330,Подготовка проектной документации в форме информационной модели объекта капитального строительства в области сооружений очистки сточных вод и обработки осадков,Разработка проекта сооружений очистки сточных вод и обработки осадков Подготовка проектной документации в форме информационной модели объекта капитального строительства в области сооружений очистки сточных вод и обработки осадков,10,13
112,Разработка проекта сооружений очистки сточных вод и обработки осадков,329,Разработка текстовой и графической частей проектной документации сооружений очистки сточных вод и обработки осадков,Разработка проекта сооружений очистки сточных вод и обработки осадков Разработка текстовой и графической частей проектной документации сооружений очистки сточных вод и обработки осадков,10,13
113,Техническое руководство процессами разработки и реализации проекта сооружений очистки сточных вод и обработки осадков,331,Организация и контроль разработки проекта сооружений очистки сточных вод и обработки осадков,Техническое руководство процессами разработки и реализации проекта сооружений очистки сточных вод и обработки осадков Организация и контроль разработки проекта сооружений очистки сточных вод и обработки осадков,10,13
113,Техническое руководство процессами разработки и реализации проекта сооружений очистки сточных вод и обработки осадков,332,"Организация, контроль создания проектной документации в форме информационной модели объекта капитального строительства в области сооружений очистки сточных вод и обработки осадков, а также внесение изменений в такую проектную документацию, выполненную в ф","Техническое руководство процессами разработки и реализации проекта сооружений очистки сточных вод и обработки осадков Организация, контроль создания проектной документации в форме информационной модели объекта капитального строительства в области сооружений очистки сточных вод и обработки осадков, а также внесение изменений в такую проектную документацию, выполненную в ф",10,13
